Date,Minf2,Pip2,Msup2,Trend2,Tail2,Minf1,Pip1,Psup1,Trend1,Tail1,Out,High1,Low1,High2,Low2,Open1,Close1,slTmp,tpTmp
2022.08.10,101,866,700,Up,1667,226,211,451,up,888,pert,103645,102757,103688,102021,102983,103194,662,226
2022.08.11,226,211,451,Up,888,175,614,99,down,888,gain,103273,102385,103645,102757,103174,102560,99,789
2022.08.12,175,614,99,down,888,52,949,139,down,1140,pert,102684,101544,103273,102385,102545,101596,1001,139
2022.08.15,52,949,139,down,1140,355,123,247,up,725,gain,101949,101224,102684,101544,101579,101702,355,370
2022.08.16,355,123,247,Up,725,241,109,224,up,574,pert,102031,101457,101949,101224,101698,101807,333,241
2022.08.17,241,109,224,Up,574,83,901,154,down,1138,gain,101930,100792,102031,101457,101776,100875,154,984
2022.08.18,83,901,154,down,1138,72,473,89,down,634,pert,100955,100321,101930,100792,100866,100393,545,89
2022.08.19,72,473,89,down,634,167,918,118,down,1203,pert,100466,99263,100955,100321,100348,99430,1085,118
2022.08.22,167,918,118,down,1203,419,272,484,up,1175,gain,100179,99004,100466,99263,99423,99695,419,756
2022.08.23,419,272,484,Up,1175,561,20,308,down,889,gain,99990,99101,100179,99004,99682,99662,308,581
2022.08.24,561,20,308,down,889,149,103,591,up,843,gain,100334,99491,99990,99101,99640,99743,149,694
2022.08.25,149,103,591,Up,843,181,78,1177,down,1436,gain,100901,99465,100334,99491,99724,99646,1177,259
2022.08.26,181,78,1177,down,1436,502,327,321,up,1150,gain,100293,99143,100901,99465,99645,99972,502,648
2022.08.29,502,327,321,Up,1150,107,210,412,up,729,pert,100549,99820,100293,99143,99927,100137,622,107
2022.08.30,107,210,412,Up,729,408,423,245,up,1076,pert,100790,99714,100549,99820,100122,100545,668,408
2022.08.31,408,423,245,Up,1076,332,1068,35,down,1435,gain,100545,99110,100790,99714,100510,99442,35,1400
2022.09.01,332,1068,35,down,1435,38,129,767,up,934,gain,100338,99404,100545,99110,99442,99571,38,896
2022.09.02,38,129,767,Up,934,504,28,133,up,665,pert,99443,98778,100338,99404,99282,99310,161,504
2022.09.05,504,28,133,Up,665,391,214,620,down,1225,gain,99865,98640,99443,98778,99245,99031,620,605
2022.09.06,391,214,620,down,1225,275,1026,50,up,1351,gain,100107,98756,99865,98640,99031,100057,275,1076
2022.09.07,275,1026,50,Up,1351,661,14,317,up,992,pert,100300,99308,100107,98756,99969,99983,331,661
2022.09.08,661,14,317,Up,992,68,472,679,up,1219,pert,101134,99915,100300,99308,99983,100455,1151,68
2022.09.09,68,472,679,Up,1219,420,194,768,up,1382,pert,101979,100597,101134,99915,101017,101211,962,420
2022.09.12,420,194,768,Up,1382,23,1521,666,down,2210,gain,101873,99663,101979,100597,101207,99686,666,1544
2022.09.13,23,1521,666,down,2210,123,140,422,up,685,gain,100236,99551,101873,99663,99674,99814,123,562
2022.09.14,123,140,422,Up,685,225,185,215,up,625,pert,100181,99556,100236,99551,99781,99966,400,225
2022.09.15,225,185,215,Up,625,531,154,238,up,923,pert,100367,99444,100181,99556,99975,100129,392,531
2022.09.16,531,154,238,Up,923,384,197,51,up,632,pert,100291,99659,100367,99444,100043,100240,248,384
2022.09.19,384,197,51,Up,632,162,486,309,down,957,gain,100506,99549,100291,99659,100197,99711,309,648
2022.09.20,162,486,309,down,957,245,1325,56,down,1626,pert,99753,98127,100506,99549,99697,98372,1570,56
2022.09.21,245,1325,56,down,1626,287,33,679,up,999,gain,99074,98075,99753,98127,98362,98395,287,712
2022.09.22,287,33,679,Up,999,202,1403,237,down,1842,gain,98520,96678,99074,98075,98283,96880,237,1605
2022.09.23,202,1403,237,down,1842,563,627,376,down,1566,pert,97090,95524,98520,96678,96714,96087,1190,376
2022.09.26,563,627,376,down,1566,233,160,627,down,1020,pert,96711,95691,97090,95524,96084,95924,393,627
2022.09.27,233,160,627,down,1020,566,1424,162,up,2152,gain,97509,95357,96711,95691,95923,97347,566,1586
2022.09.28,566,1424,162,Up,2152,960,832,4,up,1796,pert,98151,96355,97509,95357,97315,98147,836,960
2022.09.29,960,832,4,Up,1796,642,154,395,down,1191,gain,98539,97348,98151,96355,98144,97990,395,796
2022.09.30,642,154,395,down,1191,221,499,201,up,921,gain,98447,97526,98539,97348,97747,98246,221,700
2022.10.03,221,499,201,Up,921,179,1603,154,up,1936,pert,99996,98060,98447,97526,98239,99842,1757,179
2022.10.04,179,1603,154,Up,1936,407,1083,114,down,1604,gain,99949,98345,99996,98060,99835,98752,114,1490
2022.10.05,407,1083,114,down,1604,30,836,516,down,1382,pert,99263,97881,99949,98345,98747,97911,866,516
2022.10.06,30,836,516,down,1382,122,498,289,down,909,pert,98168,97259,99263,97881,97879,97381,620,289
2022.10.07,122,498,289,down,909,210,283,221,down,714,pert,97533,96819,98168,97259,97312,97029,493,221
2022.10.10,210,283,221,down,714,299,70,672,up,1041,gain,97747,96706,97533,96819,97005,97075,299,742
2022.10.11,299,70,672,Up,1041,345,27,293,down,665,gain,97343,96678,97747,96706,97050,97023,293,372
2022.10.12,345,27,293,down,665,696,764,287,up,1747,gain,98061,96314,97343,96678,97010,97774,696,1051
2022.10.13,696,764,287,Up,1747,164,483,365,down,1012,gain,98082,97070,98061,96314,97717,97234,365,647
2022.10.14,164,483,365,down,1012,8,1224,114,up,1346,gain,98522,97176,98082,97070,97184,98408,8,1338
2022.10.17,8,1224,114,Up,1346,260,189,181,up,630,pert,98757,98127,98522,97176,98387,98576,370,260
2022.10.18,260,189,181,Up,630,148,823,179,down,1150,gain,98724,97574,98757,98127,98545,97722,179,971
2022.10.19,148,823,179,down,1150,169,149,594,up,912,gain,98456,97544,98724,97574,97713,97862,169,743
2022.10.20,169,149,594,Up,912,793,783,66,up,1642,pert,98692,97050,98456,97544,97843,98626,849,793
2022.10.21,793,783,66,Up,1642,549,118,255,up,922,pert,98992,98070,98692,97050,98619,98737,373,549
2022.10.24,549,118,255,Up,922,230,932,125,up,1287,pert,99769,98482,98992,98070,98712,99644,1057,230
2022.10.26,187,1206,63,Up,1456,60,1112,187,down,1359,gain,100933,99574,100889,99433,100746,99634,187,1172
2022.10.27,60,1112,187,down,1359,366,26,324,up,716,gain,99981,99265,100933,99574,99631,99657,366,350
2022.10.28,366,26,324,Up,716,116,727,105,down,948,gain,99659,98711,99981,99265,99554,98827,105,843
2022.11.01,217,79,713,down,1009,41,572,1020,down,1633,pert,99761,98128,99540,98531,98741,98169,613,1020
2022.11.02,41,572,1020,down,1633,189,658,249,down,1096,pert,98398,97302,99761,98128,98149,97491,847,249
2022.11.03,189,658,249,down,1096,71,2102,73,up,2246,gain,99667,97421,98398,97302,97492,99594,71,2175
2022.11.04,71,2102,73,Up,2246,20,1210,124,up,1354,pert,100341,98987,99667,97421,99007,100217,1334,20
2022.11.07,20,1210,124,Up,1354,452,560,235,up,1247,pert,100964,99717,100341,98987,100169,100729,795,452
2022.11.08,452,560,235,Up,1247,193,595,167,down,955,gain,100882,99927,100964,99717,100715,100120,167,788
2022.11.09,193,595,167,down,955,739,1999,127,up,2865,gain,102220,99355,100882,99927,100094,102093,739,2126
2022.11.10,739,1999,127,Up,2865,433,1468,112,up,2013,pert,103642,101629,102220,99355,102062,103530,1580,433
2022.11.11,433,1468,112,Up,2013,546,133,195,down,874,gain,103588,102714,103642,101629,103393,103260,195,679
2022.11.14,546,133,195,down,874,455,226,1337,up,2018,gain,104819,102801,103588,102714,103256,103482,455,1563
2022.11.15,455,226,1337,Up,2018,161,475,446,up,1082,pert,104387,103305,104819,102801,103466,103941,921,161
2022.11.16,161,475,446,Up,1082,583,297,134,down,1014,gain,104067,103053,104387,103305,103933,103636,134,880
2022.11.17,583,297,134,down,1014,66,383,377,down,826,pert,103960,103134,104067,103053,103583,103200,449,377
2022.11.18,66,383,377,down,826,178,789,137,down,1104,pert,103332,102228,103960,103134,103195,102406,967,137
2022.11.21,178,789,137,down,1104,9,651,47,up,707,gain,103082,102375,103332,102228,102384,103035,9,698
2022.11.22,9,651,47,Up,707,49,929,111,up,1089,pert,104052,102963,103082,102375,103012,103941,1040,49
2022.11.23,49,929,111,Up,1089,122,173,371,up,666,pert,104485,103819,104052,102963,103941,104114,544,122
2022.11.24,122,173,371,Up,666,391,128,226,down,745,gain,104293,103548,104485,103819,104067,103939,226,519
2022.11.25,391,128,226,down,745,79,283,1305,down,1667,pert,104969,103302,104293,103548,103664,103381,362,1305
2022.11.28,79,283,1305,down,1667,88,81,573,down,742,pert,103941,103199,104969,103302,103368,103287,169,573
2022.11.29,88,81,573,down,742,377,779,233,up,1389,gain,104288,102899,103941,103199,103276,104055,377,1012
2022.11.30,377,779,233,Up,1389,150,1167,88,up,1405,pert,105335,103930,104288,102899,104080,105247,1255,150
2022.12.01,150,1167,88,Up,1405,913,213,42,up,1168,pert,105449,104281,105335,103930,105194,105407,255,913
2022.12.02,913,213,42,Up,1168,105,398,644,down,1147,gain,105950,104803,105449,104281,105306,104908,644,503
2022.12.05,105,398,644,down,1147,49,272,415,down,736,pert,105329,104593,105950,104803,104914,104642,321,415
2022.12.06,49,272,415,down,736,210,395,462,up,1067,gain,105498,104431,105329,104593,104641,105036,210,857
2022.12.07,210,395,462,Up,1067,136,492,128,up,756,pert,105651,104895,105498,104431,105031,105523,620,136
2022.12.08,136,492,128,Up,756,291,202,345,down,838,gain,105881,105043,105651,104895,105536,105334,345,493
2022.12.09,291,202,345,down,838,218,102,425,up,745,gain,105803,105058,105881,105043,105276,105378,218,527
2022.12.12,218,102,425,Up,745,71,968,415,up,1454,pert,106734,105280,105803,105058,105351,106319,1383,71
2022.12.13,71,968,415,Up,1454,129,500,132,up,761,pert,106951,106190,106734,105280,106319,106819,632,129
2022.12.14,129,500,132,Up,761,337,552,552,down,1441,gain,107363,105922,106951,106190,106811,106259,552,889
2022.12.15,337,552,552,down,1441,42,345,395,down,782,pert,106631,105849,107363,105922,106236,105891,387,395
2022.12.16,42,345,395,down,782,56,252,516,up,824,gain,106580,105756,106631,105849,105812,106064,56,768
2022.12.19,56,252,516,Up,824,243,187,369,up,799,pert,106587,105788,106580,105756,106031,106218,556,243
2022.12.20,243,187,369,Up,799,136,192,219,down,547,gain,106451,105904,106587,105788,106232,106040,219,328
2022.12.21,136,192,219,down,547,238,57,567,down,862,pert,106595,105733,106451,105904,106028,105971,295,567
2022.12.22,238,57,567,down,862,83,215,167,up,465,gain,106330,105865,106595,105733,105948,106163,83,382
2022.12.23,83,215,167,Up,465,141,70,14,up,225,pert,106366,106141,106330,105865,106282,106352,84,141
2022.12.26,141,70,14,Up,225,240,34,306,up,580,pert,106696,106116,106366,106141,106356,106390,340,240
2022.12.27,240,34,306,Up,580,52,274,355,down,681,gain,106744,106063,106696,106116,106389,106115,355,326
2022.12.28,52,274,355,down,681,36,519,294,up,849,gain,106904,106055,106744,106063,106091,106610,36,813
